DATE,DATE_DECISION,TICKER,SENS,RANG_SERVICE,QUANTITE,PRIX_REEL,BRUT,FRAIS,NET,ECART_S,TAUX_20,MOTIF
2025-10-20,2025-10-17,ENGI.PA,VENTE,1,123,18.6631,2295.5641,2.6399,-2.6399,1.6575,0.4214,"ENGI.PA : clôture 18,71 au-dessus du bord haut 18,28 (+1,66 s)"
2025-10-20,2025-10-17,EN.PA,VENTE,2,62,39.5911,2454.6457,2.8228,-2.8228,3.2388,0.433,"EN.PA : clôture 39,59 au-dessus du bord haut 37,33 (+3,24 s)"
2025-10-20,2025-10-17,CAP.PA,VENTE,3,9,119.1184,1072.0654,1.2329,-1.2329,1.0215,-0.0485,"CAP.PA : clôture 117,91 au-dessus du bord haut 117,80 (+1,02 s)"
2025-10-20,2025-10-17,SAF.PA,ACHAT,1,3,299.3367,898.01,3.7267,901.7367,-1.0255,0.1156,"SAF.PA : clôture 293,60 sous le bord bas 293,75 (-1,03 s), TAUX_20 +0,116 %/séance"
2025-10-27,2025-10-24,TTE.PA,VENTE,1,46,51.7872,2382.2091,2.7395,-2.7395,1.8218,0.252,"TTE.PA : clôture 51,89 au-dessus du bord haut 51,10 (+1,82 s)"
2025-11-03,2025-10-31,SGO.PA,REGLE-4,1,14,81.4023,1139.6327,4.7295,1144.3621,-2.2374,-0.1659,"SGO.PA : clôture 81,56 sous le seuil de la règle 4 (-2,24 s dans la bande)"
2025-11-24,2025-11-21,SAF.PA,REGLE-4,1,4,286.1844,1144.7378,4.7507,1149.4884,-3.2866,-0.1381,"SAF.PA : clôture 286,18 sous le seuil de la règle 4 (-3,29 s dans la bande)"
2025-12-08,2025-12-05,SGO.PA,VENTE,1,26,83.8085,2179.021,2.5059,-2.5059,1.4373,0.2736,"SGO.PA : clôture 84,16 au-dessus du bord haut 82,99 (+1,44 s)"
2026-01-12,2026-01-09,SAF.PA,VENTE,1,7,313.0822,2191.5755,2.5203,-2.5203,1.528,0.4684,"SAF.PA : clôture 313,77 au-dessus du bord haut 309,73 (+1,53 s)"
2026-01-19,2026-01-16,MC.PA,ACHAT,1,2,575.614,1151.228,4.7776,1156.0056,-2.8944,0.0096,"MC.PA : clôture 599,43 sous le bord bas 640,27 (-2,89 s), TAUX_20 +0,010 %/séance"
2026-02-02,2026-01-30,MC.PA,REGLE-4,1,2,538.2236,1076.4473,4.4673,1080.9145,-3.1304,-0.9282,"MC.PA : clôture 538,13 sous le seuil de la règle 4 (-3,13 s dans la bande)"
2026-03-09,2026-03-06,EN.PA,ACHAT,1,25,45.6156,1140.3894,4.7326,1145.122,-1.2938,0.1907,"EN.PA : clôture 46,91 sous le bord bas 47,23 (-1,29 s), TAUX_20 +0,191 %/séance"
2026-03-09,2026-03-06,ENGI.PA,ACHAT,2,47,24.4939,1151.2115,4.7775,1155.989,-1.2499,0.2949,"ENGI.PA : clôture 25,08 sous le bord bas 25,24 (-1,25 s), TAUX_20 +0,295 %/séance"
2026-03-09,2026-03-06,CAP.PA,ACHAT,3,11,105.6031,1161.6343,4.8208,1166.4551,-1.0306,0.0053,"CAP.PA : clôture 106,33 sous le bord bas 106,72 (-1,03 s), TAUX_20 +0,005 %/séance"
2026-03-30,2026-03-27,CAP.PA,REGLE-4,1,12,93.0276,1116.3315,4.6328,1120.9643,-1.0408,-0.664,"CAP.PA : clôture 93,20 sous le seuil de la règle 4 (-1,04 s dans la bande)"
2026-04-27,2026-04-24,SAF.PA,ACHAT,1,4,268.8789,1075.5155,4.4634,1079.9788,-2.1954,0.0698,"SAF.PA : clôture 267,00 sous le bord bas 287,26 (-2,20 s), TAUX_20 +0,070 %/séance"
2026-05-11,2026-05-08,MC.PA,VENTE,1,4,470.35,1881.4,2.1636,-2.1636,1.3996,-0.2192,"MC.PA : clôture 472,70 au-dessus du bord haut 462,32 (+1,40 s)"
2026-05-11,2026-05-08,TTE.PA,ACHAT,1,15,75.5573,1133.36,4.7034,1138.0635,-1.3369,0.0146,"TTE.PA : clôture 74,87 sous le bord bas 75,89 (-1,34 s), TAUX_20 +0,015 %/séance"
2026-05-25,2026-05-22,CAP.PA,VENTE,1,23,100.9527,2321.9121,2.6702,-2.6702,1.4127,-0.0262,"CAP.PA : clôture 99,89 au-dessus du bord haut 96,14 (+1,41 s)"
2026-06-01,2026-05-29,SAF.PA,VENTE,1,4,302.5,1210.0,1.3915,-1.3915,1.0414,0.4442,"SAF.PA : clôture 305,70 au-dessus du bord haut 304,95 (+1,04 s)"
2026-06-22,2026-06-19,TTE.PA,REGLE-4,1,16,70.5004,1128.0067,4.6812,1132.6879,-2.7748,-0.3553,"TTE.PA : clôture 70,19 sous le seuil de la règle 4 (-2,77 s dans la bande)"
2026-08-31,2026-08-28,EN.PA,REGLE-4,1,26,44.1,1146.6,4.7584,1151.3584,-2.3913,-0.5418,"EN.PA : clôture 44,08 sous le seuil de la règle 4 (-2,39 s dans la bande)"
2026-09-08,2026-09-04,ENGI.PA,REGLE-4,1,48,24.18,1160.64,4.8167,1165.4567,-2.3669,-0.5315,"ENGI.PA : clôture 24,01 sous le seuil de la règle 4 (-2,37 s dans la bande)"
