DATE,DATE_DECISION,TICKER,SENS,RANG_SERVICE,QUANTITE,PRIX_REEL,BRUT,FRAIS,NET,ECART_S,TAUX_20,MOTIF
2025-09-01,2025-08-29,CAP.PA,ACHAT,1,7,117.8589,825.0123,3.4238,828.4361,-1.1362,0.0208,"CAP.PA : clôture 117,67 sous le bord bas 118,94 (-1,14 s), TAUX_20 +0,021 %/séance"
2025-09-29,2025-09-26,SGO.PA,ACHAT,1,10,89.0283,890.2835,3.6947,893.9781,-1.1541,0.0436,"SGO.PA : clôture 88,58 sous le bord bas 89,29 (-1,15 s), TAUX_20 +0,044 %/séance"
2025-10-06,2025-10-03,TTE.PA,ACHAT,1,19,49.3229,937.1358,3.8891,941.0249,-1.2851,0.0232,"TTE.PA : clôture 49,15 sous le bord bas 49,42 (-1,29 s), TAUX_20 +0,023 %/séance"
2025-10-13,2025-10-10,TTE.PA,REGLE-4,1,19,48.3604,918.8467,3.8132,922.6599,-2.0647,-0.0691,"TTE.PA : clôture 48,13 sous le seuil de la règle 4 (-2,06 s dans la bande)"
2025-10-20,2025-10-17,ENGI.PA,VENTE,1,101,18.6631,1884.9754,2.1677,-2.1677,1.6575,0.4214,"ENGI.PA : clôture 18,71 au-dessus du bord haut 18,28 (+1,66 s)"
2025-10-20,2025-10-17,EN.PA,VENTE,2,51,39.5911,2019.1441,2.322,-2.322,3.2388,0.433,"EN.PA : clôture 39,59 au-dessus du bord haut 37,33 (+3,24 s)"
2025-10-20,2025-10-17,CAP.PA,VENTE,3,7,119.1184,833.8287,0.9589,-0.9589,1.0215,-0.0485,"CAP.PA : clôture 117,91 au-dessus du bord haut 117,80 (+1,02 s)"
2025-10-20,2025-10-17,SAF.PA,ACHAT,1,3,299.3367,898.01,3.7267,901.7367,-1.0255,0.1156,"SAF.PA : clôture 293,60 sous le bord bas 293,75 (-1,03 s), TAUX_20 +0,116 %/séance"
2025-10-27,2025-10-24,TTE.PA,VENTE,1,38,51.7872,1967.9119,2.2631,-2.2631,1.8218,0.252,"TTE.PA : clôture 51,89 au-dessus du bord haut 51,10 (+1,82 s)"
2025-11-03,2025-10-31,SGO.PA,REGLE-4,1,11,81.4023,895.4257,3.716,899.1417,-2.2374,-0.1659,"SGO.PA : clôture 81,56 sous le seuil de la règle 4 (-2,24 s dans la bande)"
2025-11-24,2025-11-21,SAF.PA,REGLE-4,1,3,286.1844,858.5533,3.563,862.1163,-3.2866,-0.1381,"SAF.PA : clôture 286,18 sous le seuil de la règle 4 (-3,29 s dans la bande)"
2025-12-08,2025-12-05,SGO.PA,VENTE,1,21,83.8085,1759.9785,2.024,-2.024,1.4373,0.2736,"SGO.PA : clôture 84,16 au-dessus du bord haut 82,99 (+1,44 s)"
2026-01-12,2026-01-09,SAF.PA,VENTE,1,6,313.0822,1878.4933,2.1603,-2.1603,1.528,0.4684,"SAF.PA : clôture 313,77 au-dessus du bord haut 309,73 (+1,53 s)"
2026-01-19,2026-01-16,MC.PA,ACHAT,1,1,575.614,575.614,2.3888,578.0028,-2.8944,0.0096,"MC.PA : clôture 599,43 sous le bord bas 640,27 (-2,89 s), TAUX_20 +0,010 %/séance"
2026-02-02,2026-01-30,MC.PA,REGLE-4,1,1,538.2236,538.2236,2.2336,540.4573,-3.1304,-0.9282,"MC.PA : clôture 538,13 sous le seuil de la règle 4 (-3,13 s dans la bande)"
2026-03-09,2026-03-06,EN.PA,ACHAT,1,21,45.6156,957.9271,3.9754,961.9025,-1.2938,0.1907,"EN.PA : clôture 46,91 sous le bord bas 47,23 (-1,29 s), TAUX_20 +0,191 %/séance"
2026-03-09,2026-03-06,ENGI.PA,ACHAT,2,39,24.4939,955.2606,3.9643,959.2249,-1.2499,0.2949,"ENGI.PA : clôture 25,08 sous le bord bas 25,24 (-1,25 s), TAUX_20 +0,295 %/séance"
2026-03-09,2026-03-06,CAP.PA,ACHAT,3,9,105.6031,950.4281,3.9443,954.3723,-1.0306,0.0053,"CAP.PA : clôture 106,33 sous le bord bas 106,72 (-1,03 s), TAUX_20 +0,005 %/séance"
2026-03-13,2026-03-12,MC.PA,REGLE-7,0,2,481.351,962.7021,1.1071,-1.1071,-1.4505,-0.4316,"MC.PA : clôture 487,06 sous le seuil de repli 489,27, soit −15 % du prix de la première tranche"
2026-03-30,2026-03-27,CAP.PA,REGLE-4,1,10,93.0276,930.2762,3.8606,934.1369,-1.0408,-0.664,"CAP.PA : clôture 93,20 sous le seuil de la règle 4 (-1,04 s dans la bande)"
2026-04-27,2026-04-24,SAF.PA,ACHAT,1,3,268.8789,806.6366,3.3475,809.9841,-2.1954,0.0698,"SAF.PA : clôture 267,00 sous le bord bas 287,26 (-2,20 s), TAUX_20 +0,070 %/séance"
2026-05-11,2026-05-08,TTE.PA,ACHAT,1,13,75.5573,982.2454,4.0763,986.3217,-1.3369,0.0146,"TTE.PA : clôture 74,87 sous le bord bas 75,89 (-1,34 s), TAUX_20 +0,015 %/séance"
2026-05-25,2026-05-22,CAP.PA,VENTE,1,19,100.9527,1918.1013,2.2058,-2.2058,1.4127,-0.0262,"CAP.PA : clôture 99,89 au-dessus du bord haut 96,14 (+1,41 s)"
2026-06-01,2026-05-29,SAF.PA,VENTE,1,3,302.5,907.5,1.0436,-1.0436,1.0414,0.4442,"SAF.PA : clôture 305,70 au-dessus du bord haut 304,95 (+1,04 s)"
2026-06-22,2026-06-19,TTE.PA,REGLE-4,1,14,70.5004,987.0059,4.0961,991.102,-2.7748,-0.3553,"TTE.PA : clôture 70,19 sous le seuil de la règle 4 (-2,77 s dans la bande)"
2026-08-31,2026-08-28,EN.PA,REGLE-4,1,22,44.1,970.2,4.0263,974.2263,-2.3913,-0.5418,"EN.PA : clôture 44,08 sous le seuil de la règle 4 (-2,39 s dans la bande)"
2026-09-08,2026-09-04,ENGI.PA,REGLE-4,1,40,24.18,967.2,4.0139,971.2139,-2.3669,-0.5315,"ENGI.PA : clôture 24,01 sous le seuil de la règle 4 (-2,37 s dans la bande)"
