DATE,DATE_DECISION,TICKER,SENS,RANG_SERVICE,QUANTITE,PRIX_REEL,BRUT,FRAIS,NET,ECART_S,TAUX_20,MOTIF
2023-11-20,2023-11-17,SAF.PA,VENTE,1,21,155.1546,3258.247,3.747,-3.747,2.3352,0.4423,"SAF.PA : clôture 155,43 au-dessus du bord haut 151,45 (+2,34 s)"
2023-11-20,2023-11-17,ENGI.PA,VENTE,2,88,12.4432,1094.9982,1.2592,-1.2592,1.5458,0.2769,"ENGI.PA : clôture 12,47 au-dessus du bord haut 12,31 (+1,55 s)"
2023-12-18,2023-12-15,ORA.PA,ACHAT,1,120,9.0964,1091.5739,4.53,1096.104,-2.0163,0.0408,"ORA.PA : clôture 9,08 sous le bord bas 9,27 (-2,02 s), TAUX_20 +0,041 %/séance"
2024-01-02,2023-12-29,ORA.PA,REGLE-4,1,122,8.9228,1088.5783,4.5176,1093.0959,-2.4284,-0.4928,"ORA.PA : clôture 8,86 sous le seuil de la règle 4 (-2,43 s dans la bande)"
2024-04-22,2024-04-19,ORA.PA,VENTE,1,242,9.3673,2266.8816,2.6069,-2.6069,1.0162,-0.0804,"ORA.PA : clôture 9,33 au-dessus du bord haut 9,33 (+1,02 s)"
2024-05-06,2024-05-03,SAF.PA,ACHAT,1,5,199.9934,999.967,4.1499,1004.1169,-1.1872,0.0041,"SAF.PA : clôture 199,80 sous le bord bas 200,83 (-1,19 s), TAUX_20 +0,004 %/séance"
2024-06-17,2024-06-14,SAF.PA,REGLE-4,1,5,193.665,968.3248,4.0185,972.3434,-3.6396,-0.2642,"SAF.PA : clôture 192,30 sous le seuil de la règle 4 (-3,64 s dans la bande)"
2024-07-15,2024-07-12,ENGI.PA,ACHAT,1,90,12.2466,1102.1937,4.5741,1106.7678,-1.0834,0.371,"ENGI.PA : clôture 12,31 sous le bord bas 12,37 (-1,08 s), TAUX_20 +0,371 %/séance"
2024-08-19,2024-08-16,ENGI.PA,VENTE,1,90,13.6711,1230.4015,1.415,-1.415,1.1606,0.5314,"ENGI.PA : clôture 13,64 au-dessus du bord haut 13,54 (+1,16 s)"
2024-09-16,2024-09-13,SAF.PA,VENTE,1,10,198.0164,1980.1643,2.2772,-2.2772,1.6207,0.0419,"SAF.PA : clôture 198,80 au-dessus du bord haut 195,92 (+1,62 s)"
2024-12-16,2024-12-13,AI.PA,ACHAT,1,7,153.2174,1072.5218,4.451,1076.9728,-1.0102,0.0725,"AI.PA : clôture 139,62 sous le bord bas 139,66 (-1,01 s), TAUX_20 +0,073 %/séance"
2024-12-23,2024-12-20,AI.PA,REGLE-4,1,7,148.7551,1041.2859,4.3213,1045.6072,-1.6519,-0.0084,"AI.PA : clôture 135,84 sous le seuil de la règle 4 (-1,65 s dans la bande)"
2025-01-27,2025-01-24,AI.PA,VENTE,1,14,156.7565,2194.5903,2.5238,-2.5238,1.4779,0.2414,"AI.PA : clôture 143,17 au-dessus du bord haut 141,47 (+1,48 s)"
2025-06-09,2025-06-06,ORA.PA,ACHAT,1,92,12.1298,1115.9387,4.6311,1120.5699,-1.7625,0.3192,"ORA.PA : clôture 12,10 sous le bord bas 12,24 (-1,76 s), TAUX_20 +0,319 %/séance"
2025-07-14,2025-07-11,ENGI.PA,ACHAT,1,59,18.8107,1109.8299,4.6058,1114.4356,-2.1567,0.015,"ENGI.PA : clôture 18,73 sous le bord bas 19,09 (-2,16 s), TAUX_20 +0,015 %/séance"
2025-08-04,2025-08-01,ORA.PA,VENTE,1,92,13.1605,1210.7629,1.3924,-1.3924,1.2838,0.1743,"ORA.PA : clôture 13,19 au-dessus du bord haut 13,14 (+1,28 s)"
2025-08-04,2025-08-01,ENGI.PA,REGLE-4,1,61,18.2205,1111.4481,4.6125,1116.0606,-3.1129,-0.0374,"ENGI.PA : clôture 18,22 sous le seuil de la règle 4 (-3,11 s dans la bande)"
2025-10-20,2025-10-17,ENGI.PA,VENTE,1,120,18.6631,2239.5747,2.5755,-2.5755,1.6575,0.4214,"ENGI.PA : clôture 18,71 au-dessus du bord haut 18,28 (+1,66 s)"
2025-10-20,2025-10-17,SAF.PA,ACHAT,1,3,299.3367,898.01,3.7267,901.7367,-1.0255,0.1156,"SAF.PA : clôture 293,60 sous le bord bas 293,75 (-1,03 s), TAUX_20 +0,116 %/séance"
2025-11-24,2025-11-21,SAF.PA,REGLE-4,1,3,286.1844,858.5533,3.563,862.1163,-3.2866,-0.1381,"SAF.PA : clôture 286,18 sous le seuil de la règle 4 (-3,29 s dans la bande)"
2025-12-22,2025-12-19,KER.PA,ACHAT,1,3,296.4749,889.4248,3.6911,893.1159,-1.4953,0.188,"KER.PA : clôture 298,00 sous le bord bas 307,84 (-1,50 s), TAUX_20 +0,188 %/séance"
2025-12-29,2025-12-24,KER.PA,RENFORT,1,7,298.6911,2090.8378,8.677,2099.5148,-1.4132,0.2458,"KER.PA : renforcement, clôture 299,04 encore sous le bord bas (-1,41 s), TAUX_20 +0,246 %/séance"
2026-01-12,2026-01-09,SAF.PA,VENTE,1,6,313.0822,1878.4933,2.1603,-2.1603,1.528,0.4684,"SAF.PA : clôture 313,77 au-dessus du bord haut 309,73 (+1,53 s)"
2026-01-26,2026-01-23,KER.PA,REGLE-4,1,4,271.9475,1087.7901,4.5143,1092.3045,-2.0112,-0.5214,"KER.PA : clôture 271,90 sous le seuil de la règle 4 (-2,01 s dans la bande)"
2026-03-09,2026-03-06,ENGI.PA,ACHAT,1,44,24.4939,1077.7299,4.4726,1082.2025,-1.2499,0.2949,"ENGI.PA : clôture 25,08 sous le bord bas 25,24 (-1,25 s), TAUX_20 +0,295 %/séance"
2026-04-07,2026-04-02,KER.PA,VENTE,1,14,263.3441,3686.8173,4.2398,-4.2398,1.0354,0.0401,"KER.PA : clôture 262,31 au-dessus du bord haut 261,86 (+1,04 s)"
2026-04-20,2026-04-17,ORA.PA,ACHAT,1,65,16.8485,1095.1512,4.5449,1099.696,-1.8815,0.2426,"ORA.PA : clôture 16,71 sous le bord bas 17,25 (-1,88 s), TAUX_20 +0,243 %/séance"
2026-04-27,2026-04-24,SAF.PA,ACHAT,1,4,268.8789,1075.5155,4.4634,1079.9788,-2.1954,0.0698,"SAF.PA : clôture 267,00 sous le bord bas 287,26 (-2,20 s), TAUX_20 +0,070 %/séance"
2026-04-27,2026-04-24,ORA.PA,RENFORT,2,129,17.1264,2209.3008,9.1686,2218.4694,-1.3237,0.0358,"ORA.PA : renforcement, clôture 17,21 encore sous le bord bas (-1,32 s), TAUX_20 +0,036 %/séance"
2026-06-01,2026-05-29,SAF.PA,VENTE,1,4,302.5,1210.0,1.3915,-1.3915,1.0414,0.4442,"SAF.PA : clôture 305,70 au-dessus du bord haut 304,95 (+1,04 s)"
2026-06-22,2026-06-19,AI.PA,ACHAT,1,6,165.48,992.88,4.1205,997.0004,-1.1229,0.0766,"AI.PA : clôture 164,16 sous le bord bas 164,71 (-1,12 s), TAUX_20 +0,077 %/séance"
2026-07-06,2026-07-03,AI.PA,VENTE,1,6,181.0,1086.0,1.2489,-1.2489,1.7515,0.3855,"AI.PA : clôture 180,30 au-dessus du bord haut 176,82 (+1,75 s)"
2026-07-06,2026-07-03,ORA.PA,REGLE-4,1,70,15.86,1110.2,4.6073,1114.8073,-2.4971,-0.5118,"ORA.PA : clôture 15,86 sous le seuil de la règle 4 (-2,50 s dans la bande)"
2026-09-08,2026-09-04,ENGI.PA,REGLE-4,1,44,24.18,1063.92,4.4153,1068.3353,-2.3669,-0.5315,"ENGI.PA : clôture 24,01 sous le seuil de la règle 4 (-2,37 s dans la bande)"
