DATE,DATE_DECISION,TICKER,SENS,RANG_SERVICE,QUANTITE,PRIX_REEL,BRUT,FRAIS,NET,ECART_S,TAUX_20,MOTIF
2022-05-23,2022-05-20,ENGI.PA,VENTE,1,69,9.3266,643.5331,0.7401,-0.7401,1.8641,0.4506,"ENGI.PA : clôture 9,19 au-dessus du bord haut 8,68 (+1,86 s)"
2022-05-23,2022-05-20,TTE.PA,VENTE,2,27,41.1935,1112.2236,1.2791,-1.2791,1.0412,0.8144,"TTE.PA : clôture 40,57 au-dessus du bord haut 40,49 (+1,04 s)"
2022-05-30,2022-05-27,AIR.PA,VENTE,1,5,104.7471,523.7354,0.6023,-0.6023,1.3991,0.1378,"AIR.PA : clôture 104,10 au-dessus du bord haut 102,18 (+1,40 s)"
2022-05-30,2022-05-27,SGO.PA,VENTE,2,20,47.9718,959.4358,1.1034,-1.1034,1.1844,-0.1043,"SGO.PA : clôture 47,74 au-dessus du bord haut 47,28 (+1,18 s)"
2022-06-06,2022-06-03,MC.PA,VENTE,1,1,565.8657,565.8657,0.6507,-0.6507,1.513,0.4168,"MC.PA : clôture 561,62 au-dessus du bord haut 548,40 (+1,51 s)"
2022-06-20,2022-06-17,AIR.PA,ACHAT,1,5,88.3129,441.5644,0.5078,442.0722,-1.6423,-0.6974,"AIR.PA : clôture 87,59 sous le bord bas 90,44 (-1,64 s), TAUX_20 -0,697 %/séance — sans condition de pente"
2022-06-20,2022-06-17,SGO.PA,ACHAT,2,13,40.0069,520.0898,2.1584,522.2482,-1.1844,-0.4669,"SGO.PA : clôture 40,82 sous le bord bas 41,30 (-1,18 s), TAUX_20 -0,467 %/séance — sans condition de pente"
2022-06-20,2022-06-17,SAF.PA,REGLE-4,3,5,87.4561,437.2804,1.8147,439.0951,-0.7423,-0.369,"SAF.PA : clôture 87,37 sous le seuil de la règle 4 (-0,74 s dans la bande)"
2022-07-04,2022-07-01,EN.PA,ACHAT,1,22,23.5235,517.518,2.1477,519.6657,-2.7377,-0.3811,"EN.PA : clôture 23,50 sous le bord bas 24,75 (-2,74 s), TAUX_20 -0,381 %/séance — sans condition de pente"
2022-07-04,2022-07-01,SGO.PA,REGLE-4,2,14,36.817,515.4387,2.1391,517.5778,-1.7489,-1.8106,"SGO.PA : clôture 36,57 sous le seuil de la règle 4 (-1,75 s dans la bande)"
2022-07-04,2022-07-01,CAP.PA,ACHAT,3,3,148.5034,445.5102,1.8489,447.359,-1.6177,-0.232,"CAP.PA : clôture 147,59 sous le bord bas 151,85 (-1,62 s), TAUX_20 -0,232 %/séance — sans condition de pente"
2022-07-11,2022-07-08,SAF.PA,VENTE,1,10,93.8693,938.6932,1.0795,-1.0795,1.8398,0.3949,"SAF.PA : clôture 95,31 au-dessus du bord haut 92,15 (+1,84 s)"
2022-07-18,2022-07-15,AIR.PA,VENTE,1,5,97.2651,486.3257,0.5593,-0.5593,1.2019,0.3933,"AIR.PA : clôture 96,52 au-dessus du bord haut 95,55 (+1,20 s)"
2022-07-18,2022-07-15,TTE.PA,ACHAT,1,13,38.3229,498.1973,2.0675,500.2648,-1.1461,-0.2487,"TTE.PA : clôture 37,79 sous le bord bas 38,13 (-1,15 s), TAUX_20 -0,249 %/séance — sans condition de pente"
2022-07-25,2022-07-22,PUB.PA,VENTE,1,22,42.8736,943.2189,1.0847,-1.0847,2.5397,0.5054,"PUB.PA : clôture 42,92 au-dessus du bord haut 39,39 (+2,54 s)"
2022-08-01,2022-07-29,CAP.PA,VENTE,1,3,168.5776,505.7328,0.5816,-0.5816,2.1089,0.521,"CAP.PA : clôture 169,13 au-dessus du bord haut 161,02 (+2,11 s)"
2022-09-12,2022-09-09,AC.PA,REGLE-4,1,24,21.396,513.5029,2.131,515.6339,-0.622,-0.7204,"AC.PA : clôture 21,28 sous le seuil de la règle 4 (-0,62 s dans la bande)"
2022-09-19,2022-09-16,AIR.PA,ACHAT,1,6,85.1396,510.8375,0.5875,511.4249,-1.5017,-0.4998,"AIR.PA : clôture 85,37 sous le bord bas 87,79 (-1,50 s), TAUX_20 -0,500 %/séance — sans condition de pente"
2022-09-19,2022-09-16,SAF.PA,ACHAT,2,5,94.1953,470.9763,1.9546,472.9308,-1.0594,-0.2579,"SAF.PA : clôture 94,45 sous le bord bas 94,75 (-1,06 s), TAUX_20 -0,258 %/séance — sans condition de pente"
2022-09-26,2022-09-23,SAF.PA,REGLE-4,1,5,87.9929,439.9646,1.8259,441.7904,-2.1129,-0.3607,"SAF.PA : clôture 88,72 sous le seuil de la règle 4 (-2,11 s dans la bande)"
2022-09-26,2022-09-23,CAP.PA,ACHAT,2,3,140.3369,421.0106,1.7472,422.7577,-1.8722,-0.4717,"CAP.PA : clôture 141,39 sous le bord bas 148,44 (-1,87 s), TAUX_20 -0,472 %/séance — sans condition de pente"
2022-09-26,2022-09-23,EN.PA,REGLE-4,4,23,21.9662,505.2221,2.0967,507.3188,-1.627,-0.286,"EN.PA : clôture 22,18 sous le seuil de la règle 4 (-1,63 s dans la bande)"
2022-10-03,2022-09-30,ENGI.PA,ACHAT,2,59,8.6505,510.3806,2.1181,512.4987,-1.1446,-0.2947,"ENGI.PA : clôture 8,61 sous le bord bas 8,68 (-1,14 s), TAUX_20 -0,295 %/séance — sans condition de pente"
2022-10-10,2022-10-07,TTE.PA,VENTE,1,13,41.8879,544.5425,0.6262,-0.6262,1.0367,0.1798,"TTE.PA : clôture 42,42 au-dessus du bord haut 42,35 (+1,04 s)"
2022-10-24,2022-10-21,AIR.PA,VENTE,1,6,94.9015,569.4088,0.6548,-0.6548,1.058,0.7209,"AIR.PA : clôture 93,92 au-dessus du bord haut 93,61 (+1,06 s)"
2022-10-31,2022-10-28,ENGI.PA,VENTE,1,59,9.4879,559.7888,0.6438,-0.6438,1.0055,0.4828,"ENGI.PA : clôture 9,52 au-dessus du bord haut 9,52 (+1,01 s)"
2022-10-31,2022-10-28,AC.PA,VENTE,2,46,21.3693,982.9887,1.1304,-1.1304,2.427,0.4895,"AC.PA : clôture 21,25 au-dessus du bord haut 19,87 (+2,43 s)"
2022-10-31,2022-10-28,EN.PA,VENTE,3,45,23.442,1054.8903,1.2131,-1.2131,1.4387,0.3685,"EN.PA : clôture 23,42 au-dessus du bord haut 23,02 (+1,44 s)"
2022-10-31,2022-10-28,SAF.PA,VENTE,4,10,107.3669,1073.6687,1.2347,-1.2347,1.5136,0.8732,"SAF.PA : clôture 109,00 au-dessus du bord haut 106,31 (+1,51 s)"
2022-10-31,2022-10-28,SGO.PA,VENTE,5,27,36.7012,990.9328,1.1396,-1.1396,1.4062,0.4247,"SGO.PA : clôture 36,71 au-dessus du bord haut 35,59 (+1,41 s)"
2022-11-14,2022-11-11,CAP.PA,VENTE,1,3,166.0683,498.2049,0.5729,-0.5729,1.578,0.0944,"CAP.PA : clôture 165,98 au-dessus du bord haut 161,22 (+1,58 s)"
2022-12-19,2022-12-16,PUB.PA,ACHAT,1,10,50.7138,507.1381,2.1046,509.2427,-1.3662,-0.2739,"PUB.PA : clôture 50,77 sous le bord bas 51,54 (-1,37 s), TAUX_20 -0,274 %/séance — sans condition de pente"
2022-12-19,2022-12-16,CAP.PA,ACHAT,2,3,145.401,436.203,1.8102,438.0133,-1.202,-0.4178,"CAP.PA : clôture 145,49 sous le bord bas 147,20 (-1,20 s), TAUX_20 -0,418 %/séance — sans condition de pente"
2022-12-27,2022-12-23,ENGI.PA,ACHAT,1,55,9.943,546.8654,2.2695,549.1349,-1.061,-0.356,"ENGI.PA : clôture 9,87 sous le bord bas 9,90 (-1,06 s), TAUX_20 -0,356 %/séance — sans condition de pente"
2023-01-09,2023-01-06,ENGI.PA,REGLE-4,1,58,9.4414,547.6025,2.2726,549.8751,-1.8058,-0.4689,"ENGI.PA : clôture 9,41 sous le seuil de la règle 4 (-1,81 s dans la bande)"
2023-01-16,2023-01-13,CAP.PA,VENTE,1,3,156.9893,470.9679,0.5416,-0.5416,1.1166,0.4223,"CAP.PA : clôture 155,94 au-dessus du bord haut 155,06 (+1,12 s)"
2023-02-06,2023-02-03,PUB.PA,VENTE,1,10,63.1318,631.3178,0.726,-0.726,3.2951,0.6942,"PUB.PA : clôture 64,07 au-dessus du bord haut 58,96 (+3,30 s)"
2023-02-06,2023-02-03,TTE.PA,ACHAT,1,11,46.7815,514.597,2.1356,516.7326,-1.8621,-0.2655,"TTE.PA : clôture 46,78 sous le bord bas 48,25 (-1,86 s), TAUX_20 -0,265 %/séance — sans condition de pente"
2023-02-13,2023-02-10,AIR.PA,ACHAT,1,5,106.3663,531.8316,0.6116,532.4432,-1.4389,-0.2119,"AIR.PA : clôture 105,85 sous le bord bas 107,81 (-1,44 s), TAUX_20 -0,212 %/séance — sans condition de pente"
2023-03-13,2023-03-10,SAF.PA,ACHAT,1,4,128.1309,512.5234,2.127,514.6504,-1.6196,0.0903,"SAF.PA : clôture 127,92 sous le bord bas 129,80 (-1,62 s), TAUX_20 +0,090 %/séance — sans condition de pente"
2023-03-13,2023-03-10,SGO.PA,ACHAT,3,11,49.5765,545.3413,2.2632,547.6045,-1.3255,0.4767,"SGO.PA : clôture 49,57 sous le bord bas 49,99 (-1,33 s), TAUX_20 +0,477 %/séance — sans condition de pente"
2023-03-20,2023-03-17,SGO.PA,REGLE-4,1,12,45.4332,545.1988,2.2626,547.4614,-3.465,-0.1934,"SGO.PA : clôture 45,54 sous le seuil de la règle 4 (-3,46 s dans la bande)"
2023-03-20,2023-03-17,TTE.PA,REGLE-4,2,12,43.2366,518.8395,2.1532,520.9927,-3.1897,-0.4597,"TTE.PA : clôture 44,12 sous le seuil de la règle 4 (-3,19 s dans la bande)"
2023-03-20,2023-03-17,SAF.PA,REGLE-4,3,4,122.5133,490.0531,2.0337,492.0868,-2.9179,-0.197,"SAF.PA : clôture 123,07 sous le seuil de la règle 4 (-2,92 s dans la bande)"
2023-03-20,2023-03-17,AC.PA,ACHAT,4,21,25.32,531.7205,2.2066,533.9271,-2.1896,-0.2603,"AC.PA : clôture 25,37 sous le bord bas 26,74 (-2,19 s), TAUX_20 -0,260 %/séance — sans condition de pente"
2023-03-20,2023-03-17,PUB.PA,ACHAT,6,9,59.7497,537.7474,2.2317,539.9791,-1.4911,-0.2838,"PUB.PA : clôture 59,90 sous le bord bas 61,31 (-1,49 s), TAUX_20 -0,284 %/séance — sans condition de pente"
2023-03-20,2023-03-17,CAP.PA,ACHAT,7,3,151.4233,454.2699,1.8852,456.1551,-1.3851,-0.4072,"CAP.PA : clôture 152,52 sous le bord bas 155,30 (-1,39 s), TAUX_20 -0,407 %/séance — sans condition de pente"
2023-03-27,2023-03-24,EN.PA,ACHAT,1,22,24.9831,549.6274,2.281,551.9083,-1.9192,-0.283,"EN.PA : clôture 24,72 sous le bord bas 25,39 (-1,92 s), TAUX_20 -0,283 %/séance — sans condition de pente"
2023-04-03,2023-03-31,ENGI.PA,VENTE,1,113,10.6132,1199.2963,1.3792,-1.3792,1.2802,0.07,"ENGI.PA : clôture 10,59 au-dessus du bord haut 10,47 (+1,28 s)"
2023-05-29,2023-05-26,CAP.PA,REGLE-4,2,3,144.2148,432.6444,1.7955,434.4399,-1.1299,-0.2215,"CAP.PA : clôture 143,26 sous le seuil de la règle 4 (-1,13 s dans la bande)"
2023-06-19,2023-06-16,SGO.PA,VENTE,1,23,51.6868,1188.7963,1.3671,-1.3671,1.6388,0.5086,"SGO.PA : clôture 51,93 au-dessus du bord haut 50,56 (+1,64 s)"
2023-06-19,2023-06-16,CAP.PA,VENTE,2,6,165.4213,992.5279,1.1414,-1.1414,1.9164,0.7815,"CAP.PA : clôture 166,63 au-dessus du bord haut 159,67 (+1,92 s)"
2023-06-26,2023-06-23,ENGI.PA,ACHAT,1,51,11.3573,579.2235,2.4038,581.6273,-1.673,0.0893,"ENGI.PA : clôture 11,28 sous le bord bas 11,51 (-1,67 s), TAUX_20 +0,089 %/séance — sans condition de pente"
2023-07-03,2023-06-30,AC.PA,VENTE,1,21,31.3219,657.7606,0.7564,-0.7564,1.3774,0.2612,"AC.PA : clôture 31,20 au-dessus du bord haut 30,86 (+1,38 s)"
2023-07-24,2023-07-21,EN.PA,VENTE,1,22,27.2667,599.8684,0.6898,-0.6898,1.3032,0.2029,"EN.PA : clôture 27,32 au-dessus du bord haut 27,12 (+1,30 s)"
2023-07-31,2023-07-28,TTE.PA,VENTE,1,23,46.4736,1068.8937,1.2292,-1.2292,1.2359,0.2361,"TTE.PA : clôture 46,41 au-dessus du bord haut 46,08 (+1,24 s)"
2023-07-31,2023-07-28,SAF.PA,VENTE,2,8,145.8035,1166.4282,1.3414,-1.3414,2.853,0.3677,"SAF.PA : clôture 145,65 au-dessus du bord haut 140,56 (+2,85 s)"
2023-07-31,2023-07-28,PUB.PA,VENTE,3,9,65.2093,586.8838,0.6749,-0.6749,1.6995,0.1111,"PUB.PA : clôture 65,44 au-dessus du bord haut 64,09 (+1,70 s)"
2023-08-07,2023-08-04,AC.PA,ACHAT,2,19,30.1755,573.3336,2.3793,575.7129,-1.4196,-0.1037,"AC.PA : clôture 30,14 sous le bord bas 30,49 (-1,42 s), TAUX_20 -0,104 %/séance — sans condition de pente"
2023-08-21,2023-08-18,CAP.PA,ACHAT,2,3,149.536,448.608,1.8617,450.4698,-1.1605,-0.4693,"CAP.PA : clôture 149,30 sous le bord bas 150,32 (-1,16 s), TAUX_20 -0,469 %/séance — sans condition de pente"
2023-08-28,2023-08-25,SGO.PA,ACHAT,2,11,54.0249,594.2734,2.4662,596.7396,-1.1368,-0.2874,"SGO.PA : clôture 53,64 sous le bord bas 53,88 (-1,14 s), TAUX_20 -0,287 %/séance — sans condition de pente"
2023-09-25,2023-09-22,PUB.PA,ACHAT,2,9,63.0932,567.8384,2.3565,570.1949,-1.006,-0.0263,"PUB.PA : clôture 63,27 sous le bord bas 63,28 (-1,01 s), TAUX_20 -0,026 %/séance — sans condition de pente"
2023-10-02,2023-09-29,AC.PA,REGLE-4,1,20,29.3775,587.5499,2.4383,589.9882,-2.6381,-0.2857,"AC.PA : clôture 29,29 sous le seuil de la règle 4 (-2,64 s dans la bande)"
2023-10-09,2023-10-06,SGO.PA,REGLE-4,1,11,50.0234,550.2569,2.2836,552.5404,-2.1857,-0.2927,"SGO.PA : clôture 50,34 sous le seuil de la règle 4 (-2,19 s dans la bande)"
2023-10-09,2023-10-06,SAF.PA,ACHAT,2,4,139.976,559.9041,2.3236,562.2277,-1.4913,-0.2387,"SAF.PA : clôture 140,15 sous le bord bas 141,56 (-1,49 s), TAUX_20 -0,239 %/séance — sans condition de pente"
2023-10-16,2023-10-13,PUB.PA,VENTE,1,9,67.3966,606.5694,0.6976,-0.6976,1.1497,0.1868,"PUB.PA : clôture 66,99 au-dessus du bord haut 66,78 (+1,15 s)"
2023-10-23,2023-10-20,EN.PA,ACHAT,1,21,26.8439,563.7226,2.3394,566.0621,-1.7985,-0.2701,"EN.PA : clôture 26,90 sous le bord bas 27,47 (-1,80 s), TAUX_20 -0,270 %/séance — sans condition de pente"
2023-10-23,2023-10-20,PUB.PA,ACHAT,3,9,63.6089,572.4798,2.3758,574.8556,-1.3588,0.3611,"PUB.PA : clôture 63,91 sous le bord bas 64,39 (-1,36 s), TAUX_20 +0,361 %/séance — sans condition de pente"
2023-11-06,2023-11-03,CAP.PA,VENTE,1,3,161.415,484.2451,0.5569,-0.5569,1.2918,0.0275,"CAP.PA : clôture 161,69 au-dessus du bord haut 160,16 (+1,29 s)"
2023-11-13,2023-11-10,EN.PA,VENTE,1,21,29.3031,615.3656,0.7077,-0.7077,1.0059,0.4415,"EN.PA : clôture 29,31 au-dessus du bord haut 29,31 (+1,01 s)"
2023-11-13,2023-11-10,PUB.PA,REGLE-4,1,9,62.6486,563.8373,2.3399,566.1773,-1.9365,-0.2477,"PUB.PA : clôture 62,56 sous le seuil de la règle 4 (-1,94 s dans la bande)"
2023-11-13,2023-11-10,TTE.PA,ACHAT,2,11,53.5649,589.2141,2.4452,591.6593,-1.1719,-0.1128,"TTE.PA : clôture 53,52 sous le bord bas 53,77 (-1,17 s), TAUX_20 -0,113 %/séance — sans condition de pente"
2023-11-20,2023-11-17,ENGI.PA,VENTE,1,51,12.4432,634.6012,0.7298,-0.7298,1.5458,0.2769,"ENGI.PA : clôture 12,47 au-dessus du bord haut 12,31 (+1,55 s)"
2023-11-20,2023-11-17,SAF.PA,VENTE,2,4,155.1546,620.6185,0.7137,-0.7137,2.3352,0.4423,"SAF.PA : clôture 155,43 au-dessus du bord haut 151,45 (+2,34 s)"
2023-11-20,2023-11-17,AIR.PA,VENTE,3,5,125.2471,626.2357,0.7202,-0.7202,1.598,0.325,"AIR.PA : clôture 124,83 au-dessus du bord haut 123,00 (+1,60 s)"
2023-11-20,2023-11-17,SGO.PA,VENTE,4,22,54.108,1190.3765,1.3689,-1.3689,1.2511,0.8006,"SGO.PA : clôture 53,94 au-dessus du bord haut 53,27 (+1,25 s)"
2023-11-27,2023-11-24,PUB.PA,VENTE,1,18,66.2763,1192.9729,1.3719,-1.3719,1.1628,0.2445,"PUB.PA : clôture 66,47 au-dessus du bord haut 66,27 (+1,16 s)"
2023-12-04,2023-12-01,AC.PA,VENTE,1,39,29.6985,1158.2421,1.332,-1.332,1.8095,0.4387,"AC.PA : clôture 29,77 au-dessus du bord haut 29,05 (+1,81 s)"
2024-01-22,2024-01-19,TTE.PA,REGLE-4,1,11,50.9767,560.7435,2.3271,563.0706,-2.1842,-0.2908,"TTE.PA : clôture 50,89 sous le seuil de la règle 4 (-2,18 s dans la bande)"
2024-01-22,2024-01-19,ENGI.PA,ACHAT,2,48,12.4671,598.4231,2.4835,600.9066,-1.8306,-0.134,"ENGI.PA : clôture 12,44 sous le bord bas 12,67 (-1,83 s), TAUX_20 -0,134 %/séance — sans condition de pente"
2024-01-29,2024-01-26,ENGI.PA,REGLE-4,1,51,11.7539,599.4498,2.4877,601.9375,-3.6103,-0.4107,"ENGI.PA : clôture 11,72 sous le seuil de la règle 4 (-3,61 s dans la bande)"
2024-02-05,2024-02-02,EN.PA,ACHAT,1,20,29.2168,584.3367,2.425,586.7617,-2.0125,-0.2772,"EN.PA : clôture 29,18 sous le bord bas 29,96 (-2,01 s), TAUX_20 -0,277 %/séance — sans condition de pente"
2024-03-18,2024-03-15,EN.PA,VENTE,1,20,32.1506,643.0119,0.7395,-0.7395,1.1699,0.4354,"EN.PA : clôture 32,19 au-dessus du bord haut 32,03 (+1,17 s)"
2024-03-18,2024-03-15,TTE.PA,VENTE,2,22,54.5568,1200.2486,1.3803,-1.3803,2.7342,0.2559,"TTE.PA : clôture 54,56 au-dessus du bord haut 52,94 (+2,73 s)"
2024-03-25,2024-03-22,CAP.PA,ACHAT,1,3,200.3131,600.9392,2.4939,603.4331,-2.2408,-0.1165,"CAP.PA : clôture 200,97 sous le bord bas 206,97 (-2,24 s), TAUX_20 -0,117 %/séance — sans condition de pente"
2024-04-08,2024-04-05,PUB.PA,ACHAT,2,6,88.9582,533.749,2.2151,535.9641,-1.2884,0.2849,"PUB.PA : clôture 89,14 sous le bord bas 89,72 (-1,29 s), TAUX_20 +0,285 %/séance — sans condition de pente"
2024-04-15,2024-04-12,ENGI.PA,VENTE,1,99,12.6814,1255.4624,1.4438,-1.4438,1.2121,0.1385,"ENGI.PA : clôture 12,70 au-dessus du bord haut 12,60 (+1,21 s)"
2024-04-15,2024-04-12,AC.PA,ACHAT,1,16,36.9535,591.2554,2.4537,593.7091,-3.1117,-0.1032,"AC.PA : clôture 36,80 sous le bord bas 38,53 (-3,11 s), TAUX_20 -0,103 %/séance — sans condition de pente"
2024-04-15,2024-04-12,CAP.PA,REGLE-4,2,3,193.3254,579.9761,2.4069,582.383,-2.5932,-0.4198,"CAP.PA : clôture 193,33 sous le seuil de la règle 4 (-2,59 s dans la bande)"
2024-04-15,2024-04-12,AIR.PA,ACHAT,4,4,154.9591,619.8364,0.7128,620.5493,-1.1398,0.0071,"AIR.PA : clôture 153,75 sous le bord bas 154,21 (-1,14 s), TAUX_20 +0,007 %/séance — sans condition de pente"
2024-04-15,2024-04-12,SGO.PA,ACHAT,5,9,66.7779,601.0011,2.4942,603.4953,-1.0476,0.2952,"SGO.PA : clôture 66,45 sous le bord bas 66,54 (-1,05 s), TAUX_20 +0,295 %/séance — sans condition de pente"
2024-05-06,2024-05-03,SGO.PA,VENTE,1,9,71.9715,647.7437,0.7449,-0.7449,1.633,0.1686,"SGO.PA : clôture 71,81 au-dessus du bord haut 70,67 (+1,63 s)"
2024-05-06,2024-05-03,AIR.PA,REGLE-4,1,4,148.4772,593.9088,0.683,594.5918,-2.5826,-0.2972,"AIR.PA : clôture 148,21 sous le seuil de la règle 4 (-2,58 s dans la bande)"
2024-05-06,2024-05-03,SAF.PA,ACHAT,3,3,199.9934,599.9802,2.4899,602.4701,-1.1872,0.0041,"SAF.PA : clôture 199,80 sous le bord bas 200,83 (-1,19 s), TAUX_20 +0,004 %/séance — sans condition de pente"
2024-06-10,2024-06-07,EN.PA,ACHAT,1,19,31.0733,590.3926,2.4501,592.8428,-1.5049,-0.0964,"EN.PA : clôture 31,53 sous le bord bas 31,95 (-1,50 s), TAUX_20 -0,096 %/séance — sans condition de pente"
2024-06-10,2024-06-07,TTE.PA,ACHAT,2,10,56.8438,568.438,2.359,570.7971,-1.3121,-0.2421,"TTE.PA : clôture 57,36 sous le bord bas 58,01 (-1,31 s), TAUX_20 -0,242 %/séance — sans condition de pente"
2024-06-17,2024-06-14,EN.PA,REGLE-4,1,21,28.0333,588.6997,2.4431,591.1428,-3.9233,-0.6494,"EN.PA : clôture 28,03 sous le seuil de la règle 4 (-3,92 s dans la bande)"
2024-06-17,2024-06-14,PUB.PA,REGLE-4,2,6,87.6689,526.0134,2.183,528.1964,-3.721,-0.3427,"PUB.PA : clôture 86,92 sous le seuil de la règle 4 (-3,72 s dans la bande)"
2024-06-17,2024-06-14,SAF.PA,REGLE-4,3,3,193.665,580.9949,2.4111,583.406,-3.6396,-0.2642,"SAF.PA : clôture 192,30 sous le seuil de la règle 4 (-3,64 s dans la bande)"
2024-06-17,2024-06-14,SGO.PA,ACHAT,4,8,69.193,553.5437,2.2972,555.8409,-2.9453,-0.2707,"SGO.PA : clôture 68,62 sous le bord bas 72,78 (-2,95 s), TAUX_20 -0,271 %/séance — sans condition de pente"
2024-06-17,2024-06-14,TTE.PA,REGLE-4,5,11,54.0877,594.9651,2.4691,597.4342,-2.6452,-0.2924,"TTE.PA : clôture 54,26 sous le seuil de la règle 4 (-2,65 s dans la bande)"
2024-06-17,2024-06-14,AC.PA,REGLE-4,6,17,35.2623,599.4592,2.4878,601.947,-2.5902,-0.2305,"AC.PA : clôture 35,00 sous le seuil de la règle 4 (-2,59 s dans la bande)"
2024-06-17,2024-06-14,ENGI.PA,ACHAT,7,51,11.6154,592.3863,2.4584,594.8447,-2.5865,-0.6665,"ENGI.PA : clôture 11,63 sous le bord bas 12,60 (-2,59 s), TAUX_20 -0,666 %/séance — sans condition de pente"
2024-08-19,2024-08-16,ENGI.PA,VENTE,1,51,13.6711,697.2275,0.8018,-0.8018,1.1606,0.5314,"ENGI.PA : clôture 13,64 au-dessus du bord haut 13,54 (+1,16 s)"
2024-08-26,2024-08-23,AIR.PA,VENTE,1,8,135.2639,1082.1111,1.2444,-1.2444,1.6877,0.274,"AIR.PA : clôture 135,21 au-dessus du bord haut 131,07 (+1,69 s)"
2024-09-02,2024-08-30,AC.PA,VENTE,1,33,35.9995,1187.9835,1.3662,-1.3662,1.8304,0.89,"AC.PA : clôture 35,98 au-dessus du bord haut 34,92 (+1,83 s)"
2024-09-02,2024-08-30,EN.PA,VENTE,2,40,29.4623,1178.4916,1.3553,-1.3553,1.2583,0.2399,"EN.PA : clôture 29,50 au-dessus du bord haut 29,21 (+1,26 s)"
